id,發布日期,標題,報驗受理日期,進口商(公司名稱),製造廠或出口商名稱
1716,2011/03/29,法國出口「ECHIRE艾許無鹽奶油」檢出不符一般食品衛生標準,2011/03/04,聯馥食品股份有限公司,ECHIRE
1717,2011/03/29,美國出口「SWIFT冷凍去骨之豬後腿肉」檢出動物用藥殘留不符規定,2011/03/06,冠層實業股份有限公司,"SWIFT PORK COMPANY"
1718,2011/03/29,"日本出口「TOKIO FUKUOKA鮮草莓」檢出殘留農藥含量不符規定",2011/03/08,商田實業有限公司,"TOKIO FUKUOKA"
1719,2011/03/29,美國出口「245J冷凍牛肉」檢出動物用藥殘留不符規定,2011/03/08,樹森開發股份有限公司,"TYSON FRESH MEATS INC"
1720,2011/03/29,越南出口「MEKONG上等辣椒醬」檢出防腐劑含量不符規定,2011/03/08,慕南有限公司,MEKONG
1721,2011/03/29,日本出口「柳橙」檢出殘留農藥含量不符規定,2011/03/09,上明水果有限公司,"RISSYOU CO., LTD"
1711,2011/03/22,越南出口「米」檢出殘留農藥含量不符規定,2011/02/21,宏茂行,"TUONGLAN AGREX CO., LTD"
1712,2011/03/22,"中國大陸出口「XIAMEN 芋頭粉」檢出殘留農藥含量不符規定",2011/02/22,大閩亞宙食品有限公司,"XIAMEN SNWAN BIOTECHNOLOGY CO., LTD"
1713,2011/03/22,"紐西蘭出口「INDEPENDENT FISHERIES花枝」檢出其它衛生項目不符規定",2011/03/01,盛裕貿易有限公司,"株式會社 鈞八"
1714,2011/03/22,日本出口「MEIKO鮮草苺」檢出殘留農藥含量不符規定,2011/03/03,全盛股份有限公司,"MEIKO TRADING CO LTD"
1707,2011/03/15,美國出口「冷凍去骨之豬後腿肉」檢出動物用藥殘留不符規定,2011/02/17,冠層實業股份有限公司,"AJC INTERNATIONAL INC"
1710,2011/03/15,美國出口「245C冷凍去骨牛肉」檢出動物用藥殘留不符規定,2011/02/21,裕國冷凍冷藏股份有限公司,245C
1704,2011/03/10,"日本出口「NOEVIR巴西蘑菇 (即溶包)」檢出防腐劑含量不符規定",2011/02/15,台灣蘭碧兒股份有限公司,"NOEVIR CO., LTD"
1705,2011/03/10,"中國大陸出口「EXTRA MALT麥精」檢出不符一般食品衛生標準",2011/02/16,台灣英聯食品飲料股份有限公司,"MANUEACTURED BY SHANGHAI AB FOOD &amp; BEVERAGES LTD"
1706,2011/03/10,香港出口「皇品堂特級素苓膏」檢出防腐劑含量不符規定,2011/02/17,皇品國際企業股份有限公司,"WEALTHYCOME INDUSTRIES LIMITED H.K."
1703,2011/03/08,西班牙出口「EVESA紅椒粉」檢出殘留農藥含量不符規定,2011/02/15,寶立興業股份有限公司,"EVESA EXTRACTOS VEGETALES, S.A."
1702,2011/03/02,中國大陸出口「3吋味碟」檢出不符一般食品衛生標準,2011/01/28,揚州冶春淮揚美食有限公司,"SHANG DUOJIE IMPORT &amp; EXPORT TRADING CO., LTD"
1699,2011/02/25,日本出口「綠茶粉」檢出殘留農藥含量不符規定,2011/01/19,東方聚利食品工業有限公司,南山園產株式會社
1700,2011/02/25,印尼出口「EMPING樹子生脆片(原味)」檢出不符一般食品衛生標準,2011/01/17,資眾實業有限公司,"PD. DEDY JAYA INDONESIA"
1701,2011/02/25,"加拿大出口「GREAT MOUNTAIN加拿大100%粉光蔘AAA(花旗蔘)粉」檢出殘留農藥含量不符規定",2011/01/31,翰泰國際股份有限公司,
1679,2011/02/24,"美國出口「969, 969G冷凍帶骨牛肉」檢出動物用藥殘留不符規定",2011/02/09,王品餐飲股份有限公司,969G
1697,2011/02/24,"美國出口「969, 969G冷凍牛筋」檢出動物用藥殘留不符規定",2011/01/25,佳定食品有限公司,969G
1677,2011/02/23,"中國大陸出口「YUNNAN DALIANYUN辣椒」檢出殘留農藥含量不符規定",2011/01/21,駿翼國際有限公司,"YUNNAN DALIANYUN IMPORT&amp;EXPORT CO., LTD."
1678,2011/02/23,日本出口「RIKISIN鮮草莓」檢出殘留農藥含量不符規定,2011/02/01,梅林水果有限公司,"RIKISIN CO LTD"
1662,2011/02/21,中國出口「SHANGHAI大豆萃取物含(異黃酮)」檢出漂白劑含量不符規定,2011/01/14,峰甲生物科技有限公司,SHANGHAI
1667,2011/02/21,韓國出口「A&amp;V鮮蘋果」檢出殘留農藥含量不符規定,2011/01/24,亞曼達國際資源股份有限公司,38-60
1669,2011/02/21,"越南出口「KIM NGA調味包」檢出漂白劑含量不符規定",2011/01/25,慕南有限公司,"KIM NGA"
1676,2011/02/21,"越南出口「HANH QUYEN CO., LTD.冷凍整尾軟絲」檢出其它衛生項目不符規定",2011/02/07,志和水產品有限公司,"HANH QUYEN CO., LTD."
1599,2011/02/15,美國出口「235冷藏去骨牛肉」檢出動物用藥殘留不符規定,2011/01/25,美福國際股份有限公司,235
1600,2011/02/15,美國出口「278冷凍去骨牛肉」檢出動物用藥殘留不符規定,2011/01/24,裕國冷凍冷藏股份有限公司,278
1601,2011/02/14,"美國出口「NEUEVO BLEND紐力活液態鈣」檢出防腐劑含量不符規定",2011/01/03,"台灣衍比斯有限公司(NEUEVO CORPORATION)","GMP LABOARATORLES OF AMERICA INC."
1602,2011/02/14,"菲律賓出口「SILVER SWAN醬油」檢出不符一般食品衛生標準",2011/01/24,尼品貿易有限公司,"SILVER SWAN MFG. CO., INC."
1603,2011/02/12,中國出口「DAMIN紅茶粉」檢出殘留農藥含量不符規定,2011/01/17,桔揚股份有限公司,"DAMIN FOODSTUFF(ZHANGZHOU) CO LTD"
1604,2011/02/12,越南出口「NIL李真財沙嗲醬」檢出防腐劑含量不符規定,2011/01/20,洋民有限公司,"PHU GIA THINH 越南"
1605,2011/02/12,印度出口「MCCORMICK凱因紅椒粉」檢出殘留農藥含量不符規定,2011/01/14,欣臨企業股份有限公司,美國味好美公司
1606,2011/02/11,菲律賓出口「SILVER醬油」檢出不符一般食品衛生標準,2011/01/20,柏昌貿易有限公司,"SILVER SWAN MFG. CO., LTD."
1607,2011/02/09,美國出口「86H冷凍牛筋」檢出動物用藥殘留不符規定,2011/01/18,美福國際股份有限公司,86H
1608,2011/02/09,日本出口「抹茶」檢出殘留農藥含量不符規定,2011/01/12,億誠貿易有限公司,福島鰹株式會社
1609,2011/02/09,日本出口「KIRIYAMA調製墨魚」檢出其它衛生項目不符規定,2011/01/18,興蘭貿易有限公司,桐山食品工業所
1610,2011/02/09,菲律賓出口「NIL冷凍章魚」檢出其它衛生項目不符規定,2011/01/18,久富國際貿易有限公司,"168 FISHING ENTERPRISES"
1611,2011/02/08,越南出口「NIL辣椒醬」檢出防腐劑含量不符規定,2011/01/10,峰芝企業有限公司,越南河內貿易公司
1612,2011/02/08,韓國出口「NIL鮮蘋果」檢出殘留農藥含量不符規定,2011/01/17,中國美果聯合有限公司,38-60
1613,2011/02/08,"美國出口「18079, 413冷凍胸骨肉」檢出動物用藥殘留不符規定",2011/01/17,津谷食品股份有限公司,"THE SMITHFIELD PACKING COMPANY INC."
1614,2011/02/08,"中國出口「XEOF IMP &amp; EXP冷凍章魚」檢出其它衛生項目不符規定",2011/01/07,富帆貿易有限公司,"XEOF IMP &amp; EXP CO., LTD."
1615,2011/02/01,"印度出口「KANYA MARINE EXPORTERS 冷藏石斑」檢出動物用藥殘留不符規定",2011/01/08,"宏昇有限公司(BEDFELLOW CO., LTD.)","KANYA MARINE EXPORTERS"
1616,2011/02/01,"美國出口「P-112,P-7100冷凍雞腿」檢出動物用藥殘留不符規定",2011/01/04,樹森開發股份有限公司,"TYSON FOODS, INC"
1617,2011/02/01,美國出口「13597冷凍豬骨」檢出動物用藥殘留不符規定,2011/01/04,銓聯食品興業有限公司,"SEABOARD FOODS"
1618,2011/01/28,"香港出口「Master King Company 活小鮑魚」檢出動物用藥殘留不符規定",2010/12/21,定碁有限公司,"Master King Company"
1619,2011/01/27,"韓國出口「Juji Agro-products Corp蘋果」檢出殘留農藥含量不符規定",2011/01/04,台灣萊翁司國際貿易股份有限公司,"CJ FRESWAY CORPORATION"
1620,2011/01/26,"泰國出口「TAI HSIUNG INTERTRADE 綠蘆筍」檢出殘留農藥含量不符規定",2011/01/08,"維家實業有限公司(WEI CHIA CO.,LTD)","TAI HSIUNG INTERTRADE CO., LTD"
1621,2011/01/20,"韓國出口「Juji Agro-products Corp 鮮蘋果」檢出殘留農藥含量不符規定",2011/01/03,鳴和實業有限公司,"Juji Agro-products Corp"
1622,2011/01/20,韓國出口「FRUTERIA鮮蘋果」檢出殘留農藥含量不符規定,2011/01/03,台灣瓦克國際股份有限公司,"FRUTERIA INC"
1623,2011/01/20,越南出口「NIL綜合蔬果糖」檢出防腐劑含量不符規定,2010/12/30,長緹企業行,"THE HIEN"
1624,2011/01/19,"韓國出口「ELIM TRADING INC 鮮草莓」檢出殘留農藥含量不符規定",2011/01/05,台創食品股份有限公司,"ELIM TRADING INC"
1625,2011/01/18,"中國大陸出口「Shenzhen Yanguilai Trade CO., LTD紅麴」檢出不符一般食品衛生標準",2010/12/13,鄧閔鴻,"Shenzhen Yanguilai Trade CO., LTD"
1626,2011/01/17,"日本出口「YAJI CO., LTD甜椒」檢出殘留農藥含量不符規定",2010/12/22,商田實業有限公司,"YAJI CO., LTD"
1627,2011/01/17,"中國大陸出口「Xiamen Lide Chinese Grass Medicine CO., LTD.紅麴」檢出不符一般食品衛生標準",2010/12/29,耀興貿易有限公司,"Xiamen Lide Chinese Grass Medicine CO., LTD."
1628,2011/01/13,"韓國出口「CJ 蘋果」檢出殘留農藥含量不符規定",2010/12/23,台灣萊翁司國際貿易股份有限公司,
1629,2011/01/12,"韓國出口「Juji Agro-products Corp 鮮蘋果」檢出殘留農藥含量不符規定",2010/12/29,鳴和實業有限公司,"Juji Agro-products Corp"
1631,2011/01/10,"義大利出口「PRODOTTI RUBICONE冰淇淋原料(藍莓)」檢出不符一般食品衛生標準",2010/11/22,郁盛餐飲設備有限公司,
1632,2011/01/06,"印尼出口「UD. TEGUH JAVA冷凍軟殼蟹」檢出動物用藥殘留不符規定",2010/12/10,中印永順實業有限公司,
1633,2011/01/04,加拿大出口「010冷凍去骨豬肉」檢出動物用藥殘留不符規定,2010/12/14,華漢冷凍食品工業股份有限公司,
1634,2010/12/28,韓國出口「鮮蘋果」檢出殘留農藥含量不符規定,2010/12/10,瑜寧企業有限公司,"NAMSUN GTL CO., LTD."
1635,2010/12/22,越南出口「糯米」檢出殘留農藥含量不符規定,2010/11/26,宏元米廠,"THINH PHAT CO., LTD."
1636,2010/12/22,日本出口「YAJI椒」檢出殘留農藥含量不符規定,2010/12/02,商田實業有限公司,
1637,2010/12/21,日本出口「RIKISIN金桔」檢出殘留農藥含量不符規定,2010/11/29,松原水果有限公司,
1638,2010/12/21,香港出口「乾鮑魚」檢出漂白劑含量不符規定,2010/11/30,柯文進,"ASIABIZ TRADING COMPANY"
1639,2010/12/09,德國出口「白芷根」檢出重金屬含量不符規定,2010/11/18,尊品國際貿易有限公司,"ALFRED GALKE GMBH."
1641,2010/12/09,"菲律賓出口「FLORENCE. 棕櫚果仁」檢出漂白劑含量不符規定",2010/11/15,柏昌貿易有限公司,
1642,2010/12/09,"越南出口「CO SO. 酥心糖」檢出黃麴毒素含量不符規定",2010/11/05,富家晟貿易有限公司,
1643,2010/12/07,越南出口「糯米」檢出殘留農藥含量不符規定,2010/11/15,宏元米廠,"TUONGLAN AGREX CO., LTD."
1644,2010/12/06,澳大利亞出口「小麥」檢出殘留農藥含量不符規定,2010/11/04,統一企業股份有限公司,
1645,2010/12/06,美國出口「活力捷液態食品」檢出防腐劑含量不符規定,2010/11/14,營養生活健康有限公司,"NUTRITION LIFE CO."
1646,2010/12/02,中國大陸出口「竹製筷」檢出漂白劑含量不符規定,2010/11/12,慶上藝品企業社,"ZHEJIANG YIWU CHINA SMALL-COMMODITIES CITY TRADING CO., LTD."
1647,2010/12/01,中國大陸出口「黑棗乾」檢出殘留農藥含量不符規定,2010/11/09,元豪參藥行有限公司,滄州康宇棗業
1648,2010/11/30,印尼出口「燕窩」檢出其它衛生項目不符規定,2010/11/09,旭揚食品工業股份有限公司,"SUGISNO, MR"
1649,2010/11/25,美國出口「營養生活日通錠狀食品」檢出含非法定著色劑,2010/10/31,營養生活健康有限公司,"NUTRITION LIFE CO."
1651,2010/11/25,美國出口「美國進口無籽紅葡萄」檢出殘留農藥含量不符規定,2010/11/01,好市多股份有限公司,"83337 CRIMSON DELANO FARMS CLAMSHELL."
1652,2010/11/24,韓國出口「紅棗乾」檢出殘留農藥含量不符規定,2010/11/09,韓華國際有限公司,ALALRI物產
1653,2010/11/23,"泰國出口「RAITIP 辣椒乾」檢出殘留農藥含量不符規定",2010/11/01,慕南有限公司,
1654,2010/11/19,"日本出口「 奇異果」檢出殘留農藥含量不符規定",2010/10/29,上欣水果有限公司（委9810-169）,"RISSYOU CO., LTD."
1655,2010/11/19,"日本出口「RIKISIN 奇異果」檢出殘留農藥含量不符規定",2010/10/29,松原水果有限公司,
1658,2010/11/15,加拿大出口「NIL冷凍豬肉」檢出動物用藥殘留不符規定,2010/10/11,沅塏貿易有限公司,
1659,2010/11/15,美國出口「717CR冷凍帶骨豬肉」檢出動物用藥殘留不符規定,2010/10/04,歐澧國際有限公司,
1660,2010/11/11,美國出口「鮮葡萄」檢出殘留農藥含量不符規定,2010/10/20,禎鴻企業有限公司,"CAL EX TRADING COMPANY"
1661,2010/11/10,菲律賓出口「玉米澱粉」檢出漂白劑含量不符規定,2010/10/25,德來貿易有限公司,"FOOD INDUSTRIES, INC."
1593,2010/10/25,越南出口「TRANG花生糖」檢出黃麴毒素含量不符規定,2010/10/07,莊家發食品企業有限公司,
1591,2010/10/12,菲律賓出口「可琳歐餅干」檢出含非法定著色劑,2010/09/29,尚吉貿易有限公司,
1592,2010/10/12,泰國出口「生鮮冷藏芹菜」檢出殘留農藥含量不符規定,2010/09/30,神宇有限公司,
1589,2010/09/30,越南出口「HAILONG花生糖」檢出黃麴毒素含量不符規定,2010/08/24,世新德泰企業有限公司,
1590,2010/09/30,日本出口「新鮮紫蘇葉」檢出殘留農藥含量不符規定,2010/09/16,上心貿易有限公司,"LONG DE TRADE CO.,LTD"
1587,2010/09/27,"印尼出口「BUMBU ULEG巴東辣椒醬」檢出防腐劑含量不符規定",2010/09/11,遞億行有限公司,
1588,2010/09/27,加拿大出口「270A冷凍帶骨豬肉」檢出動物用藥殘留不符規定,2010/09/13,華漢冷凍食品工業股份有限公司,
1586,2010/09/16,泰國出口「花粉」檢出動物用藥殘留不符規定,2010/09/06,林利群貿易有限公司,
1585,2010/09/13,日本出口「鮮桃」檢出殘留農藥含量不符規定,2010/09/04,融駿有限公司,
1581,2010/09/09,日本出口「水蜜桃」檢出殘留農藥含量不符規定,2010/09/01,日盈國際有限公司,
1582,2010/09/09,"澳大利亞出口「WHEAT APH PROTEIN 14% MIN其他硬粒小麥」檢出殘留農藥含量不符規定",2010/08/13,國興麵粉廠股份有限公司,
1583,2010/09/09,日本出口「SATSUMA柑橘」檢出殘留農藥含量不符規定,2010/09/01,松原水果有限公司,
1584,2010/09/09,"義大利出口「RUBICONE 冰淇淋原料（藍莓）   」檢出含非法定著色劑",2010/08/25,郁盛餐飲設備有限公司,
1580,2010/09/07,日本出口「鮮桃」檢出殘留農藥含量不符規定,2010/08/26,長裕複合物流股份有限公司,
1579,2010/09/01,越南出口「筍殼魚」檢出動物用藥殘留不符規定,2010/08/21,維家實業有限公司,
1576,2010/08/31,印尼出口「NISSIN餅乾」檢出漂白劑含量不符規定,2010/08/24,合順發貿易有限公司,
1577,2010/08/31,泰國出口「NAMJIA棕櫚糖」檢出漂白劑含量不符規定,2010/08/24,御相企業有限公司,
1578,2010/08/31,"印尼出口「NUTRIJELL, 10 GRAPE 果凍粉(葡萄)  」檢出含非法定著色劑",2010/08/20,怡樂國際有限公司,
1575,2010/08/27,"馬來西亞出口「MIC SOYA PUD JELLY 水果豆花布丁棒  」檢出防腐劑含量不符規定",2010/08/06,殷茂貿易有限公司,
1574,2010/08/25,中國大陸出口「蠶絲蛋白」檢出其他衛生項目不符規定,2010/08/12,益全生化科技股份有限公司,
1572,2010/08/18,越南出口「HAILONG花生糖」檢出黃麴毒素含量不符規定,2010/08/04,世新德泰企業有限公司,
1573,2010/08/18,泰國出口「LADY'S特級魚露」檢出防腐劑含量不符規定,2010/08/09,北岸有限公司,
1571,2010/08/04,泰國出口「果汁粉」檢出含非法定著色劑,2010/07/26,德來貿易有限公司,
1570,2010/07/30,泰國出口「TRACHANG天秤蝦膏」檢出漂白劑含量不符規定,2010/07/12,北岸有限公司,
1569,2010/07/28,"泰國出口「KIMHENG VEGGY鮮荷蘭芹」檢出殘留農藥含量不符規定",2010/07/16,璨霖有限公司,
1568,2010/07/23,日本出口「水蜜桃」檢出殘留農藥含量不符規定,2010/07/12,尚農實業有限公司,
1567,2010/07/22,日本出口「綠茶」檢出殘留農藥含量不符規定,2010/07/06,儒昌茶行有限公司,
1566,2010/07/20,"泰國出口「KIMHENG VEGGY鮮荷蘭芹」檢出殘留農藥含量不符規定",2010/07/09,璨霖有限公司,
1563,2010/07/13,菲律賓出口「白醋」檢出漂白劑含量不符規定,2010/07/01,柏昌貿易有限公司,
1564,2010/07/13,"美國出口「AGRIMAX INT’L LLC鮮櫻桃」檢出殘留農藥含量不符規定",2010/06/23,皆盛企業股份有限公司,
1565,2010/07/13,"美國出口「AGRIMAX INT’L LLC鮮櫻桃」檢出殘留農藥含量不符規定",2010/06/21,匯威有限公司,
1562,2010/07/12,印尼出口「乾魚翅」檢出漂白劑含量不符規定,2010/07/02,駿業國際貿易有限公司,
1561,2010/06/30,越南出口「GSA美國香菜」檢出殘留農藥含量不符規定,2010/06/21,隆德灣國際有限公司,
1560,2010/06/28,日本出口「甜瓜」檢出殘留農藥含量不符規定,2010/06/17,尚農實業有限公司,
1557,2010/06/15,"美國出口「肯氏田園沙拉醬  」檢出防腐劑含量不符規定",2010/06/04,見豐貿易有限公司,
1558,2010/06/15,"泰國出口「W/OUT STICK FOODEX 辣椒乾」檢出殘留農藥含量不符規定",2010/06/04,延廣有限公司,
1559,2010/06/15,"美國出口「AGRIMAX INT’L LLC鮮櫻桃」檢出殘留農藥含量不符規定",2010/06/07,美岡企業股份有限公司,
1556,2010/06/14,"印尼出口「棕櫚乾果實片 」檢出漂白劑含量不符規定",2010/05/31,快利寶股份有限公司,
1555,2010/06/11,美國出口「HERITAGE莎拉包」檢出殘留農藥含量不符規定,2010/06/01,勵萊國際有限公司,
1552,2010/06/10,"印尼出口「INDOMIE泡麵 」檢出防腐劑含量不符規定",2010/05/18,印得昌有限公司,
1553,2010/06/10,印尼出口「INDOMIE速食撈麵」檢出防腐劑含量不符規定,2010/05/26,協安貿易有限公司,
1554,2010/06/10,印尼出口「INDOMIE辣味速食麵(未含肉)」檢出防腐劑含量不符規定,2010/05/31,泰仁貿易有限公司,
1551,2010/06/07,日本出口「蘋果醋」檢出漂白劑含量不符規定,2010/05/27,亞東東洋貿易有限公司,兼正株式會社
1548,2010/06/03,美國出口「AGRIMAX鮮櫻桃」檢出殘留農藥含量不符規定,2010/05/27,美岡企業股份有限公司,
1549,2010/06/03,"美國出口「AMBROSIA FRUITS鮮櫻桃」檢出殘留農藥含量不符規定",2010/05/28,馨農興業有限公司,
1550,2010/06/03,美國出口「冷凍去骨豬肉」檢出動物用藥殘留不符規定,2010/05/24,功晟國際貿易股份有限公司,
1547,2010/06/02,日本出口「豐橋生鮮冷藏紫蘇葉」檢出殘留農藥含量不符規定,2010/05/18,富帆貿易有限公司,
1545,2010/05/31,印尼出口「INDOMIE泡麵」檢出防腐劑含量不符規定,2010/05/18,印得昌有限公司,
1546,2010/05/31,印尼出口「INDOMIE泡麵」檢出防腐劑含量不符規定,2010/05/18,印得昌有限公司,
1542,2010/05/27,印尼出口「速食麵(炒麵味口味)」檢出防腐劑含量不符規定,2010/05/17,資眾實業有限公司,
1543,2010/05/27,印尼出口「速食麵(沙茶烤肉味口味)」檢出防腐劑含量不符規定,2010/05/17,業喬實業有限公司,
1544,2010/05/27,"西班牙出口「新諾兒AR PLUS稠化配方嬰兒奶粉」檢出不符一般食品衛生標準",2010/04/12,永信藥品工業股份有限公司,
1541,2010/05/20,泰國出口「五星飛機亞答枳」檢出漂白劑含量不符規定,2010/05/10,佛統企業股份有限公司,
1540,2010/05/19,"澳大利亞出口「WHEAT APH PROTEIN 14% MIN其他硬粒小麥」檢出殘留農藥含量不符規定",2010/05/10,台灣大食品股份有限公司,
1539,2010/05/13,韓國出口「草莓」檢出殘留農藥含量不符規定,2010/05/06,台創食品股份有限公司,
1538,2010/05/11,日本出口「鮮蜜桃」檢出殘留農藥含量不符規定,2010/05/04,上欣水果有限公司,
1534,2010/05/10,印尼出口「調味料(椰子口味)」檢出漂白劑含量不符規定,2010/05/03,業喬實業有限公司,
1535,2010/05/10,泰國出口「鮮榴槤」檢出殘留農藥含量不符規定,2010/04/30,盛華農產品有限公司,
1536,2010/05/10,越南出口「VIFON即食牛肉味粉麵」檢出防腐劑含量不符規定,2010/04/26,吉倉企業行,
1537,2010/05/10,"西班牙出口「新諾兒AR PLUS稠化配方嬰兒奶粉」檢出不符一般食品衛生標準",2010/04/12,永信藥品工業股份有限公司,
1533,2010/05/05,中國大陸出口「J&amp;S蜂膠提取物」檢出防腐劑含量不符規定,2010/03/17,廣宏圓國際有限公司,
1531,2010/05/04,日本出口「抹茶玄米茶立體茶包」檢出殘留農藥含量不符規定,2010/04/21,友士股份有限公司,
1532,2010/05/04,"中國大陸出口「菊花(黃菊花)  」檢出漂白劑含量不符規定",2010/04/21,沅芳中藥有限公司,
1530,2010/05/03,"越南出口「FULL SUCCEED LIMITED冷凍雪莓娘」檢出含非法定著色劑",2010/04/19,福諾企業有限公司,
1529,2010/04/29,日本出口「YAJI哈密瓜」檢出殘留農藥含量不符規定,2010/04/14,尚農實業有限公司,
1527,2010/04/27,日本出口「國太樓焙茶經濟包」檢出殘留農藥含量不符規定,2010/04/15,熊威興業股份有限公司,
1528,2010/04/27,菲律賓出口「KRAFT起司醬」檢出防腐劑含量不符規定,2010/04/12,德來貿易有限公司,
1526,2010/04/26,"越南出口「TAN NHAT HUONG白米」檢出殘留農藥含量不符規定",2010/04/13,北岸有限公司,
1525,2010/04/20,"中國大陸出口「貢菊花  」檢出殘留農藥含量不符規定",2010/03/22,錦榮貿易股份有限公司,
1524,2010/04/19,日本出口「MEIKO草莓」檢出殘留農藥含量不符規定,2010/04/12,松原水果有限公司,
1523,2010/04/15,"菲律賓出口「DATU PUTI醋」檢出漂白劑含量不符規定",2010/04/06,德來貿易有限公司,
1521,2010/04/13,越南出口「鹽漬麻竹筍」檢出漂白劑含量不符規定,2010/03/29,定嶸企業有限公司,"VANDA CO., LTD"
1522,2010/04/13,日本出口「NIKKO瓷器(咖啡杯)」檢出重金屬含量不符規定,2010/03/17,鴻葆貿易有限公司,
1520,2010/04/08,"泰國出口「POLICE DOG紅茶粉」檢出含非法定著色劑",2010/03/29,佛統企業股份有限公司,
1519,2010/04/07,美國出口「3S冷凍豬肉」檢出動物用藥殘留不符規定,2010/03/29,普惠食品企業有限公司,
1518,2010/04/02,印尼出口「綜合迷你水果軟糖」檢出含非法定著色劑,2010/03/10,印得昌有限公司,
1517,2010/03/31,中國大陸出口「SHENZHEN黃菊花」檢出漂白劑含量不符規定,2010/03/22,陸潤貿易有限公司,
1516,2010/03/30,日本出口「MEIKO草莓」檢出殘留農藥含量不符規定,2010/03/24,松原水果有限公司,
1513,2010/03/29,越南出口「鹽漬竹筍」檢出漂白劑含量不符規定,2010/03/08,傳達貿易有限公司,"VANDA CO., LTD"
1514,2010/03/29,日本出口「鮮橙」檢出殘留農藥含量不符規定,2010/03/19,松原水果有限公司,
1515,2010/03/29,泰國出口「FROG青蛙標紅毛茶粉」檢出含非法定著色劑,2010/03/23,御相企業有限公司,
1512,2010/03/25,日本出口「福岡縣特產八女煎茶」檢出殘留農藥含量不符規定,2010/03/11,正啟實業有限公司,
1510,2010/03/22,日本出口「NIL煎茶」檢出殘留農藥含量不符規定,2010/03/10,大石茶房有限公司,
1511,2010/03/22,"泰國出口「FRUIT ORGANIC水晶糖」檢出含非法定著色劑",2010/03/12,鄉春食品有限公司,
1509,2010/03/16,日本出口「MEIKO枇杷」檢出殘留農藥含量不符規定,2010/03/09,全盛股份有限公司,
1508,2010/03/15,中國大陸出口「BLG蒟蒻粉」檢出漂白劑含量不符規定,2010/03/03,六和化工股份有限公司,
1507,2010/03/11,"日本出口「MAWA CORPORATION冷凍旗魚片」檢出動物用藥殘留不符規定",2010/03/04,啟新事業有限公司,
1506,2010/03/08,菲律賓出口「甜辣醬」檢出抗氧化劑含量不符規定,2010/02/04,全宏昕實業股份有限公司,"UFC PHILS., INC"
1505,2010/03/05,"印尼出口「PT. JAYA BARU 蝦餅 」檢出漂白劑含量不符規定",2010/02/24,南洋有限公司,
1504,2010/03/01,日本出口「生鮮冷藏紫蘇葉」檢出殘留農藥含量不符規定,2010/02/19,富帆貿易有限公司,"LONG DE TRADE CO., LTD."
1503,2010/02/26,泰國出口「蘆筍」檢出殘留農藥含量不符規定,2010/02/12,通博企業有限公司,"TONG BOR CO., LTD."
1500,2010/02/12,越南出口「TANTAN椰汁花生糖」檢出黃麴毒素含量不符規定,2010/02/02,北岸有限公司,
1501,2010/02/12,越南出口「鹽漬麻竹筍」檢出漂白劑含量不符規定,2010/02/02,傳達貿易有限公司,"VANDA CO., LTD."
1502,2010/02/12,泰國出口「蘆筍」檢出殘留農藥含量不符規定,2010/02/10,通博企業有限公司,"TALUNG INTERNATIONAL CO., LTD."
1499,2010/02/11,日本出口「MARUICHI丸一半生果子」檢出含非法定著色劑,2010/02/03,上煬有限公司,
1498,2010/02/10,泰國出口「可樂QQ軟糖」檢出含非法定著色劑,2010/02/02,得倫食品有限公司,"DEU LUN FOOD CO., LTD."
1497,2010/02/09,"中國大陸出口「麒麟菜  」檢出含非法定著色劑",2010/01/30,添利貿易有限公司,"SHENZHEN LUYIKANG INDUSTRY CO.,LTD."
1496,2010/02/08,法國出口「CAP'FRUIT冷凍裝飾帶蒂紅覆盆子」檢出殘留農藥含量不符規定,2010/01/23,開元食品工業股份有限公司,
1493,2010/02/06,"德國出口「SCHNEEKOPPE即溶可可粉」檢出FF 人工甘味料含量不符規定",2010/01/19,擁潔股份有限公司,
1494,2010/02/06,"越南出口「CO SO THANG PHAT花生糖」檢出黃麴毒素含量不符規定",2010/01/22,台灣世家貿易有限公司,
1495,2010/02/06,美國出口「PARKER起司蛋糕風味糖漿」檢出防腐劑含量不符規定,2010/01/29,酷聖石冰淇淋股份有限公司,
1489,2010/02/04,馬來西亞出口「GOH西瓜」檢出殘留農藥含量不符規定,2010/01/27,柏欽貿易有限公司,
1490,2010/02/04,日本出口「生鮮冷藏紫蘇葉」檢出殘留農藥含量不符規定,2010/01/28,吉香企業社,"YUFONG TRADING CO., LTD."
1491,2010/02/04,越南出口「鹽漬麻竹筍」檢出漂白劑含量不符規定,2010/01/24,傳達貿易有限公司,"VANDA CO.,LTD."
1492,2010/02/04,韓國出口「鮮蘋果」檢出殘留農藥含量不符規定,2010/01/18,日豪貿易有限公司,"TAE BONG INC."
1488,2010/02/03,"越南出口「HDP,BAO LOC,LAM DONG紅茶」檢出殘留農藥含量不符規定",2010/01/23,亞東製茶廠有限公司,
1486,2010/02/01,日本出口「MEIKO金桔」檢出殘留農藥含量不符規定,2010/01/21,全盛股份有限公司,
1487,2010/02/01,日本出口「MEIKO金桔」檢出殘留農藥含量不符規定,2010/01/16,全盛股份有限公司,
1485,2010/01/28,"日本出口「ORBIS活力美人維他命」檢出FF 人工甘味料含量不符規定",2010/01/13,台灣奧蜜思股份有限公司,
