id,發布日期,標題,報驗受理日期,進口商(公司名稱),製造廠或出口商名稱
3442,2014/08/05,"法國出口「SABAROT乾牛肝菌菇(DRIED CEPES STANDARD)」檢出殘留農藥含量不符規定",2014/07/04,聯馥食品股份有限公司,SABAROT
3443,2014/08/05,"法國出口「SABAROT乾牛肝菌菇(DRIED CEPES EXTRA)」檢出殘留農藥含量不符規定",2014/07/04,聯馥食品股份有限公司,SABAROT
3444,2014/08/05,"法國出口「SABAROT特級牛肝菌菇(DRIED CEPES EXTRA)」檢出殘留農藥含量不符規定",2014/07/04,聯馥食品股份有限公司,SABAROT
3450,2014/08/05,"中國大陸出口「紅棗(RED DATE DRIED)」檢出殘留農藥含量不符規定",2014/07/01,三合利貿易有限公司,河北天信食品公司
3451,2014/08/05,"法國出口「PONTHIER「邦堤耶」 MORELLO CHERRY PUREE 冷凍酸櫻桃果泥(FROZEN FRUIT PUREES MORELLO CHERRY)」檢出殘留農藥含量不符規定",2014/07/01,元寶實業股份有限公司,"PONTHIER S.A. FRANCE"
3452,2014/08/05,中國大陸出口「D.C杜松子萃取物(JUNIPER&#160;BERRY&#160;EXTRACT)」檢出防腐劑含量不符規定,2014/06/30,元弘草本科研有限公司D372,D.C&#160;BOTANICS&#160;INGREDIENTSINTERNATIONALINC
3453,2014/08/05,"德國出口「VITAFRESH唯他飛旭(VITAFRESH)維生素C發泡錠(檸檬口味)(VITAFRESH EFFERVESCENT TABLETS VITAMIN C)」檢出甜味劑含量不符規定",2014/06/26,松福禮股份有限公司,"SANOTACT GMBH"
3454,2014/08/05,"德國出口「VITAFRESH唯他飛旭(VITAFRESH)綜合維生素發泡錠(柳橙口味)
(VITAFRESH EFFERVESCENT TABLETS MULTIVITAMIN)」檢出甜味劑含量不符規定",2014/06/26,松福禮股份有限公司,"SANOTACT GMBH"
3411,2014/07/29,法國出口「GASTRONOMY油漬醋泡鯷魚(MARINATED&#160;ANCHOVIES)」檢出防腐劑含量不符規定,2014/07/04,東遠國際有限公司,GASTRONOMY
3412,2014/07/29,"德國出口「HANSAL德國賀壽維他命 C 發泡錠(3710112 HANSAL EFFERVESCENT TABLETS VITAMIN C HANSAL VITAMIN C BRAUSETABLETTEN)」檢出甜味劑含量不符規定",2014/07/02,允富國際股份有限公司,"SANOTACT GMBH"
3413,2014/07/29,"日本出口「LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD.安康魚肝(FRESH&#160;MONKFISH&#160;LIVER)」檢出重金屬含量不符規定",2014/07/01,瑞陞國際有限公司,"LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD."
3414,2014/07/29,泰國出口「SANYI&#160;(THAILAND)檸檬葉(KAFFIR&#160;LIME&#160;LEAF)」檢出殘留農藥含量不符規定,2014/07/01,宜奕企業有限公司,"SANYI&#160;(THAILAND)&#160;CO.,&#160;LTD"
3415,2014/07/29,美國出口「DRISCOLL&#160;STRAWBERRY&#160;ASSOCIATES草莓(FRESH&#160;STRAWBERRY)」檢出殘留農藥含量不符規定,2014/06/28,好市多股份有限公司,DRISCOLL&#160;STRAWBERRY&#160;ASSOCIATES
3416,2014/07/29,"尼加拉瓜出口「TANKAN&#160;MARINE,&#160;SOCIEDAO&#160;ANONIMA其他本節所屬魚類可食用之冷凍魚頭、魚唇、魚鰾及其他魚雜碎(FROZEN&#160;ENTRAILS&#160;(冷凍黑鯊內臟))」檢出重金屬含量不符規定",2014/06/27,新台久實業有限公司,"TANKAN&#160;MARINE,&#160;SOCIEDAO&#160;ANONIMA"
3432,2014/07/29,"德國出口「GREENERY&#160;PRODUCE&#160;B.V.	旱芹(PARSLEY)		」檢出殘留農藥含量不符規定",2014/06/26,佳藍園藝工程有限公司,
3433,2014/07/29,美國出口「ROC&#160;INTERNATIONAL&#160;LLC鮮紅櫻桃(FRESH&#160;CHERRIES)」檢出殘留農藥含量不符規定,2014/06/26,喬承企業有限公司,ROC&#160;INTERNATIONAL&#160;LLC
3434,2014/07/29,"中國大陸出口「SHENZHEN&#160;JUNHENG&#160;IMPORT&#160;EXPORT&#160;CO.,&#160;LTD.甜椒(FRESH&#160;SWEET&#160;PEPPER&#160;)」檢出殘留農藥含量不符規定",2014/06/26,達米蟲國際有限公司,"SHENZHEN&#160;JUNHENG&#160;IMPORT&#160;EXPORT&#160;CO.,&#160;LTD."
3435,2014/07/29,"比利時出口「DIRA冷凍覆盆子果泥(04023003 RASPBERRY PUREE NSE WSU)」檢出殘留農藥含量不符規定",2014/06/24,元寶實業股份有限公司,"DIRAFROST FROZEN FRUIT INDUSTRY NV"
3436,2014/07/29,"中國大陸出口「青花椒(PERICARPIUM ZANTHOXYLI)」檢出殘留農藥含量不符規定",2014/06/24,寶之川股份有限公司,王月
3437,2014/07/29,美國出口「TANIMURA&#160;&amp;&#160;ANTLE芹菜(FRESH&#160;CELERY&#160;N.W.:&#160;60&#160;LBR/CTN)」檢出殘留農藥含量不符規定,2014/06/23,三崧貿易有限公司,SACA&#160;TRADING
3438,2014/07/29,"中國大陸出口「枸杞(枸杞子  LYCII FRUCTUS (乾品))」檢出殘留農藥含量不符規定",2014/06/23,北京同仁堂太豐股份有限公司,北京同仁堂(四川)健康藥業有限公司
3403,2014/07/22,日本出口「FUKUOKA&#160;AGRICULTURAL蜜柑(ORANGE(MIKAN)&#160;6.475K/CTN)」檢出殘留農藥含量不符規定,2014/06/27,尚農實業有限公司,FUKUOKA&#160;AGRICULTURAL
3404,2014/07/22,美國出口「AGRIMAX&#160;INTERNATIONAL&#160;LLC鮮紅櫻桃(FRESH&#160;CHERRIES)」檢出殘留農藥含量不符規定,2014/06/26,馥威企業股份有限公司,AGRIMAX&#160;INTERNATIONAL&#160;LLC
3405,2014/07/22,美國出口「AGRIMAX&#160;INTERNATIONAL&#160;LLC鮮紅櫻桃(FRESH&#160;CHERRIES)」檢出殘留農藥含量不符規定,2014/06/26,馥威企業股份有限公司,AGRIMAX&#160;INTERNATIONAL&#160;LLC
3406,2014/07/22,"馬紹爾群島出口「其他未燻製蟹類，冷凍(OTHER&#160;CRABS,&#160;NOT&#160;SMOKED,&#160;FROZEN)」檢出重金屬含量不符規定",2014/06/23,拓荒國際有限公司,OPULENCE&#160;MULTI-METALS&#160;TRADING&#160;INC.
3407,2014/07/22,"印尼出口「JAHVA蒜味脆片(生)(JAHVA CRACKERS)」檢出甜味劑含量不符規定",2014/06/20,北岸有限公司,"PT.INTRADITA PROSIMPEX"
3408,2014/07/22,美國出口「TANIMURA&#160;&amp;&#160;ANTLE蘿美(FRESH&#160;ROMAINE&#160;HEART&#160;(LETTUCE)&#160;N.W:&#160;26&#160;LBR/CTN)」檢出殘留農藥含量不符規定,2014/06/18,三崧貿易有限公司,SACA&#160;TRADING
3409,2014/07/22,"中國大陸出口「COOLGEAR環保水壺(PREEZER BOTTLE)」檢出其他衛生項目不符規定",2014/06/16,大中國際發展有限公司,"COOL GEAR INTERNATIONAL INC."
3410,2014/07/22,"法國出口「SABAROT特級牛肝菌菇(DRIED CEPES EXTRA)」檢出殘留農藥含量不符規定",2014/06/06,聯馥食品股份有限公司,SABAROT
3395,2014/07/15,日本出口「KC溫洲蜜柑(MIKAN&#160;ORANGE)」檢出殘留農藥含量不符規定,2014/06/18,成浤有限公司,"KC&#160;CENTRAL&#160;TRADING&#160;CO.,LTD."
3396,2014/07/15,日本出口「豐橋生鮮冷藏紫蘇葉(豐橋)(FRESH&#160;OOBA(TOYOHASHI))」檢出殘留農藥含量不符規定,2014/06/18,富漁國際有限公司,"LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD."
3397,2014/07/15,"日本出口「RISSYOU&#160;CO.,&#160;LTD.鮮蜜柑(德島)&#160;(FRESH&#160;SATSUMA&#160;)」檢出殘留農藥含量不符規定",2014/06/17,吉一水果有限公司,"RISSYOU&#160;CO.,&#160;LTD."
3398,2014/07/15,日本出口「YAJI&#160;CO&#160;LTD蜜柑(ORANGE(UNSHIU)&#160;8K/CTN)」檢出殘留農藥含量不符規定,2014/06/17,尚農實業有限公司,YAJI&#160;CO&#160;LTD
3399,2014/07/15,"越南出口「NGOC LIEN調味露(C VBN044 NGOC LIEN MAM NEM CA COM PHA SAN)」檢出防腐劑含量不符規定",2014/06/11,鋐品貿易有限公司,"CSCB THUC PHAM NGOC LIEN"
3400,2014/07/15,"法國出口「SABAROT乾牛肝菌菇(DRIED BOLETS &amp; CEPES)」檢出殘留農藥含量不符規定",2014/06/06,聯馥食品股份有限公司,SABAROT
3401,2014/07/15,"法國出口「SABAROT乾牛肝菌菇(DRIED CEPES EXTRA)」檢出殘留農藥含量不符規定",2014/06/06,聯馥食品股份有限公司,SABAROT
3402,2014/07/15,"德國出口「ROSSMANN德國羅仕曼綜合維他命+礦物質發泡錠(芒果口味)
(ALTAPHARMA BRAUSETABLETTEN MULTIVITAMIN + MINERAL)」檢出甜味劑含量不符規定",2014/05/20,寶賀貿易有限公司,ROSSMANN&#160;GMBH
3381,2014/07/08,"泰國出口「KAOLEE&#160;COMPANY&#160;LIMITED綠蘆筍(GREENASPARAGUS,FRESH)」檢出殘留農藥含量不符規定",2014/06/15,宗宏企業社,KAOLEE&#160;COMPANY&#160;LIMITED
3382,2014/07/08,印尼出口「PT.&#160;RUNA&#160;EKA&#160;JAYA螳螂蝦(LIVE&#160;ORATOSQUILLA&#160;ORATORIA(LIVE&#160;MANTIS&#160;SHRIMP))」檢出重金屬含量不符規定,2014/06/12,集富企業有限公司,PT.&#160;RUNA&#160;EKA&#160;JAYA
3383,2014/07/08,"韓國出口「韓國辛辣醬(CAPSAICIN SAUCE)」檢出防腐劑含量不符規定",2014/06/06,韓濟名味品有限公司,"CHUNG WOOFOOD"
3384,2014/07/08,"泰國出口「FIVE STAR AEROPLANE五星飛機牌糖水亞答枳罐(CANNED PALM SEEDS IN SYRUP)」檢出漂白劑含量不符規定",2014/06/05,沙瓦迪有限公司,"LAO SOON SENG LIMITED PARTNERSHIP"
3385,2014/07/08,"日本出口「ITOUSONO綠茶(GREEN TEA)」檢出殘留農藥含量不符規定",2014/06/04,恩旺貿易有限公司,伊藤園株式會社
3386,2014/07/08,美國出口「ARGI-PACIFIC&#160;INT'L&#160;TRADING&#160;CORP.有機春天綜合生菜(盒)(OIRG.SPRING&#160;MIX)」檢出重金屬含量不符規定,2014/06/04,尚農實業有限公司,ARGI-PACIFIC&#160;INT'L&#160;TRADING&#160;CORP.
3394,2014/07/08,"日本出口「DAISO調味盒(4993593014188POT WITH SPOON IVORY)」檢出其他衛生項目不符規定",2014/05/09,台灣大創百貨股份有限公司,大創產業株式會社
3373,2014/07/01,日本出口「豐橋生鮮冷藏紫蘇葉(豐橋)(FRESH&#160;OOBA(TOYOHASHI))」檢出殘留農藥含量不符規定,2014/06/07,富帆貿易有限公司,"LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD."
3374,2014/07/01,"印尼出口「KOEPOE薑粉(KOEPOE JAHE BUBUK)」檢出殘留農藥含量不符規定",2014/05/27,北岸有限公司,"PT. GUNACIPTA MULTIRASA INDONESIA"
3375,2014/07/01,"智利出口「NAPA&#160;VALLEY&#160;NATURALS頂級冷壓純葡萄籽油(GRAPESEED&#160;OIL)」檢出重金屬含量不符規定、
含非法著色劑",2014/05/26,安迪大叔有機生活網有限公司,NAPA&#160;VALLEY&#160;NATURALS&#160;U.S.A.
3376,2014/07/01,"西班牙出口「KIRKLAND SIGNATUREKIRKLAND SIGNATURE 番紅花(513001 KS LA MANCHA SAFFRON)」檢出殘留農藥含量不符規定",2014/05/22,好市多股份有限公司,CWI
3341,2014/06/25,"印尼出口「PT.RUNA EKA JAYA螳螂蝦(LIVE MANTIS SHRIMP)」檢出重金屬含量不符規定",2014/05/30,集富企業有限公司,"PT.RUNA EKA JAYA"
3342,2014/06/25,菲律賓出口「DATU&#160;PUTI白醋(DATU&#160;PUTI)」檢出防腐劑含量不符規定,2014/05/22,北岸有限公司,"SOUTHEAST ASIA FOOD INC."
3343,2014/06/25,"印尼出口「UD.DAMENA鰨魚(牛舌魚)，生鮮或冷藏(Sole(soleaspp.),freshorchilled)」檢出動物用藥殘留含量不符規定",2014/05/22,夯泰企業有限公司,UD.DAMENA
3344,2014/06/25,中國大陸出口「玫瑰花(玫瑰花)」檢出殘留農藥含量不符規定,2014/05/21,聯通興業有限公司,同泰行貿易有限公司
3345,2014/06/25,"西班牙出口「橄欖粕油(OLIVE&#160;POMACE&#160;OIL,&#160;YOLA&#160;BRAND&#160;FOR&#160;EDIBLE&#160;USE)」檢出含非法定著色劑",2014/05/22,金敏貿易有限公司,"AGROALIMENTARIA&#160;MUSA,S.L."
3331,2014/06/18,肯亞出口「GREENERY&#160;PRODUCE&#160;B.V.芝麻菜(RUCULA)」檢出殘留農藥含量不符規定,2014/05/24,佳藍園藝工程有限公司,GREENERY&#160;PRODUCE&#160;B.V.
3332,2014/06/18,"越南出口「魚露漿(2505 NGOC LIEN FISH SAUCE SYRUP)」檢出防腐劑含量不符規定",2014/05/22,鼎勛企業社,"NGOC LIEN"
3333,2014/06/18,美國出口「KINGS&#160;RIVER&#160;INC水蜜桃&#160;(FRESH&#160;PEACH&#160;)」檢出殘留農藥含量不符規定,2014/05/20,哈威貿易有限公司,KINGS&#160;RIVER&#160;INC
3334,2014/06/18,越南出口「&#160;紅茶&#160;(BLACK&#160;TEA&#160;(紅茶))」檢出殘留農藥含量不符規定,2014/05/19,品源國際股份有限公司,QUAN&#160;DONG&#160;PRODUCING&#160;AND&#160;TRADING&#160;COMPANY&#160;LIMITED
3335,2014/06/18,印度出口「大豆粉(DEFATTED&#160;SOYA&#160;FLOUR-UT)」檢出殘留農藥含量不符規定,2014/05/19,弘陽食品股份有限公司,SONIC&#160;BIOCHEM&#160;EXTRACTIONS&#160;LIMITED
3336,2014/06/18,泰國出口「SELECO香脆烤海苔捲(辣味)(ROLLED&#160;CRISPY&#160;SEAWEED&#160;SPICY&#160;FLAVOUR)」檢出甜味劑含量不符規定,2014/05/19,殷茂貿易有限公司,"CAPITAL&#160;TRADING&#160;CO.,LTD."
3337,2014/06/18,"泰國出口「HEALTHY BOY肥兒牌醬油(SOY BEAN SAUCE)」檢出防腐劑含量不符規定",2014/05/16,耀群興業有限公司,"YAN WAL YUN CO.,LTD."
3338,2014/06/18,日本出口「(有)茶之三幸園三幸園-夢茶物語&#160;煎茶100G(GREEN&#160;TEA)」檢出殘留農藥含量不符規定,2014/05/14,商田實業有限公司,(有)茶之三幸園
3339,2014/06/18,"比利時出口「DIRA冷凍覆盆子果泥(04023003 RASPBERRY PUREE NSE WSU)」檢出殘留農藥含量不符規定",2014/05/13,元寶實業股份有限公司,"DIRAFROST FROZEN FRUIT INDUSTRY NV"
3323,2014/06/11,印尼出口「PT.RUNA&#160;EKA&#160;JAYA午魚(CHILLED&#160;FOURFINGER&#160;THREADFI&#160;FISH)」檢出重金屬含量不符規定,2014/05/17,太湖水產有限公司,PT.RUNA&#160;EKA&#160;JAYA
3327,2014/06/11,"韓國出口「奶瓶(COMOTOMO SILICONE BOTTLE)」檢出其他衛生項目不符規定",2014/05/15,漫延有限公司,"COMOTOMO INC"
3328,2014/06/11,中國大陸出口「鮮甜椒(FRESH&#160;SWEET&#160;PEPPER)」檢出殘留農藥含量不符規定,2014/05/12,永鴻貿易有限公司,"QINGDAO&#160;DOO&#160;WON&#160;FOODS&#160;CO.,LTD."
3329,2014/06/11,"智利出口「葡萄(FRESH GRAPES)」檢出殘留農藥含量不符規定",2014/05/09,千輪國際有限公司,"SOCIEDAD AGRICOLA CHILEXPO FRUT LTDA"
3330,2014/06/11,印度出口「OM&#160;INDIA&#160;TRADING&#160;COMPANY&#160;PVT.&#160;LTD.芝麻(BROWN&#160;SESAME&#160;SEEDS&#160;(DRIED))」檢出殘留農藥含量不符規定,2014/05/08,年農貿易有限公司,OM&#160;INDIA&#160;TRADING&#160;COMPANY&#160;PVT.&#160;LTD.
3314,2014/06/04,菲律賓出口「RAINBOW&#160;CONNECTION龍蝦(LIVE&#160;LOBSTER)」檢出重金屬含量不符規定,2014/05/08,傑順國際貿易有限公司,RAINBOW&#160;CONNECTION
3315,2014/06/04,泰國出口「SANYI(THAILAND)檸檬葉(KAFFIR&#160;LIME&#160;LEAF)」檢出殘留農藥含量不符規定,2014/05/07,宜奕企業有限公司,SANYI(THAILAND)
3316,2014/06/04,緬甸出口「乾綠豆(GREEN&#160;BEANS&#160;WITH&#160;HULLS&#160;(MUNG&#160;BEAN&#160;DRIED))」檢出殘留農藥含量不符規定,2014/05/06,緯承實業股份有限公司,"BRIGHT&#160;LIGHT&#160;CO.,LTD."
3317,2014/06/04,"泰國出口「TAIWIN大魚板(FISH PLATE)」檢出防腐劑含量不符規定",2014/05/05,快立國際有限公司,"TAIWIN INTERNATIONAL CO.,LTD."
3318,2014/06/04,"泰國出口「TAIWIN小魚板(FISH PLATE)」檢出防腐劑含量不符規定",2014/05/05,快立國際有限公司,"TAIWIN INTERNATIONAL CO.,LTD."
3319,2014/06/04,中國大陸出口「鮮甜椒(FRESH&#160;SWEET&#160;PEPPER&#160;)」檢出殘留農藥含量不符規定,2014/05/01,永鴻貿易有限公司,HUNAN&#160;HONG&#160;THAI&#160;GRICULTURAL&#160;INVESTMENT&#160;AND&#160;DEVELOPMENT&#160;COMPANY&#160;LIMITED
3320,2014/06/04,"中國大陸出口「冷凍草莓(FROZEN STRAWBERRY WITH SUGAR )」檢出重金屬含量不符規定",2014/04/29,亞特利企業有限公司,"COFCO SHANDONG PEANUT IMPORT EXPORT CO LTD"
3321,2014/06/04,緬甸出口「FORTUNE乾綠豆(GREEN&#160;MUNG&#160;BEANS)」檢出殘留農藥含量不符規定,2014/04/21,穎寶企業有限公司,FORTUNE&#160;DRAGON&#160;TRADERS&#160;PTE.&#160;LTD.
3340,2014/06/04,"義大利出口「SANTAGATA義大利聖塔加經典特級冷壓初榨橄欖油(SAN1EVVTTW-12&#160;EXTRA&#160;VIRGIN&#160;OLIVE&#160;OIL&#160;SANTAGATA-CS,12)」檢出含非法定著色劑",2014/04/15,欣臨企業股份有限公司,SANTAGATA&#160;LUIGI&#160;S.R.L
3300,2014/05/28,"日本出口「LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD.生鮮冷藏萬能蔥(FRESH&#160;BANNOUNEGI)」檢出殘留農藥含量不符規定",2014/05/02,富漁國際有限公司,"LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD."
3301,2014/05/28,"印尼出口「KUSUKA樹薯片(A CK008 KUSUKA KERIPIK SINGKONG AYAM BUMBU BALI)」檢出甜味劑含量不符規定",2014/04/30,鋐品貿易有限公司,"ARIRA PANGINDO"
3302,2014/05/28,日本出口「YAJI&#160;CO&#160;LTD櫻桃(FRESH&#160;CHERRY)」檢出殘留農藥含量不符規定,2014/04/29,尚農實業有限公司,YAJI&#160;CO&#160;LTD
3303,2014/05/28,中國大陸出口「FUJIAN冷凍魷魚圈(FROZEN&#160;SQUID&#160;RINGS)」檢出重金屬含量不符規定,2014/04/29,浚湧有限公司,FUJIAN&#160;YUEHAI&#160;AQUATIC&#160;FOOD&#160;LIMITED&#160;COMPANY
3304,2014/05/28,菲律賓出口「TC&#160;INTERNATIONAL&#160;SEAFOODS&#160;PROVIDER&#160;INC.冷凍溪蝦(FROZEN&#160;RIVER&#160;SMALL&#160;SHRIMP&#160;)」檢出動物用藥殘留含量不符規定,2014/04/29,冠君冷凍有限公司,TC&#160;INTERNATIONAL&#160;SEAFOODS&#160;PROVIDER&#160;INC.
3305,2014/05/28,"新加坡出口「TWG英式早餐茶(TB4007 ENGLISH BREAKFAST TEA)」檢出殘留農藥含量不符規定",2014/04/28,特威茶葉有限公司,"TWG TEA COMPANY PTE. LTD."
3306,2014/05/28,"新加坡出口「TWG英式早餐茶(TB4007 ENGLISH BREAKFAST TEA)」檢出殘留農藥含量不符規定",2014/04/28,特威茶葉有限公司,"TWG TEA COMPANY PTE. LTD."
3307,2014/05/28,"巴西出口「TRADEAGRO&#160;COMMERCIO&#160;AGRICOLA&#160;IMPORTADORA其他高梁(蜀黍)(BRAZILIAN&#160;RED&#160;SORGHUM&#160;(DRIED,UNMILLED))」檢出殘留農藥含量不符規定",2014/04/28,穀福城貿易有限公司,MARZUK&#160;AGRI&#160;PTE&#160;LTD.
3308,2014/05/28,"中國大陸出口「DONGSHAN&#160;TAIYUAN&#160;AQUATIC&#160;PRODUCTS&#160;CO.,LT冷凍比目魚(FROZEN&#160;HALIBUT)」檢出動物用藥殘留含量不符規定",2014/04/28,順雅水產有限公司,"DONGSHAN&#160;TAIYUAN&#160;AQUATIC&#160;PRODUCTS&#160;CO.,LTD."
3309,2014/05/28,"日本出口「MUJI芬香茶袋茶(李子風味&amp;綠茶)/16.2G(4547315323173 AROMA TEA JAPANESE PLUM&amp;GREEN TEA)」檢出殘留農藥含量不符規定",2014/04/25,台灣無印良品股份有限公司,"RYOHIN KEIKAKU CO.,LTD."
3310,2014/05/28,"菲律賓出口「RAINBOW&#160;CONNECTION長尾鳥(CHILLED CORUCANS FISH)」檢出重金屬含量不符規定",2014/04/25,曜丞有限公司,RAINBOW&#160;CONNECTION
3311,2014/05/28,"日本出口「MARUHA NICHIRO茹菠菜(SEASONED SPINACH)」檢出殘留農藥含量不符規定",2014/04/23,三燦貿易有限公司,"MARUHA NICHIRO株式會社"
3312,2014/05/28,"德國出口「VITIS葡萄仔油(GRAPE SEED OIL)」檢出含非法定著色劑",2014/04/22,億宜有限公司,"VITIS TRAUBENKERN GMBH"
3313,2014/05/28,"韓國出口「KIRKLAND&#160;SIGNATUREKIRKLAND&#160;SIGNATURE&#160;鹽烤海苔
(743354&#160;KS&#160;ROASTED&#160;SEAWEED)」檢出甜味劑含量不符規定",2014/04/16,好市多股份有限公司,YEMAT&#160;FOODS
3288,2014/05/21,日本出口「NAKANESEICHA玉露(TEA(GYOKURO)&#160;&quot;NAKANESEICHA&quot;)」檢出殘留農藥含量不符規定,2014/04/24,博泰有限公司,"NAKANESEICHA&#160;CO.,LTD."
3289,2014/05/21,"緬甸出口「綠豆仁(GREEN MUNG BEAN DRIED (SPLIT &amp; HUSKLESS))」檢出殘留農藥含量不符規定",2014/04/23,信芳股份有限公司,"ROYAL JASMINE GENERAL TRADING CO.,LTD."
3290,2014/05/21,美國出口「THE&#160;SALAD&#160;FARM芝麻菜(FRESH&#160;ARUGULA)」檢出殘留農藥、重金屬含量不符規定,2014/04/23,魚金貿易有限公司,THE&#160;SALAD&#160;FARM
3291,2014/05/21,"越南出口「MUONG&#160;HOA&#160;CO.,LTD豌豆莢(FRESH&#160;PEA&#160;(POD))」檢出殘留農藥含量不符規定",2014/04/23,佳葵農產品有限公司,"MUONG&#160;HOA&#160;CO.,LTD"
3292,2014/05/21,"印尼出口「KUSUKA樹薯片(A CK008 KUSUKA KERIPIK SINGKONG AYAM BUMBU BALI)」檢出甜味劑含量不符規定",2014/04/21,鋐品貿易有限公司,"ARIRA PANGINDO"
3293,2014/05/21,印尼出口「PT.RUNA&#160;EKA&#160;JAYA午魚(CHILLED&#160;FOURFINGER&#160;THREADFI&#160;FISH)」檢出重金屬含量不符規定,2014/04/21,太湖水產有限公司,PT.RUNA&#160;EKA&#160;JAYA
3294,2014/05/21,泰國出口「TAIWIN美國香菜(STINKING(ERYNGIUM&#160;FOETIDUM)&#160;)」檢出殘留農藥含量不符規定,2014/04/21,隆德灣國際有限公司,"TAIWIN&#160;INTERNATIONAL&#160;CO.,LTD."
3295,2014/05/21,埃及出口「小茴香子&#160;(未壓碎)(小茴香子&#160;(未壓碎))」檢出殘留農藥含量不符規定,2014/04/21,博瓊貿易有限公司,ORGANIC&#160;LAND&#160;CO.
3296,2014/05/21,"泰國出口「鮮榴槤(FRESH DURIANS)」檢出殘留農藥含量不符規定",2014/04/18,榮源有限公司,"PASSAPORN CO., LTD."
3297,2014/05/21,日本出口「MIKASAEN七人的匠(抹茶)(SEVEN&#160;MASTER&#160;&quot;MIKASAEN&quot;)」檢出殘留農藥含量不符規定,2014/04/18,博泰有限公司,"MIKASAEN&#160;CO.,LTD."
3298,2014/05/21,巴西出口「高梁(BRAZILIAN&#160;RED&#160;SORGHUM)」檢出殘留農藥含量不符規定,2014/04/14,紀氏源豐企業股份有限公司,"TRADEAGRO&#160;CO MERCIO&#160; AGRICOLA &#160;IMPORTADORAE &#160;EXPORTADORA &#160;LTDA."
3299,2014/05/21,日本出口「UNATURE抹茶」檢出殘留農藥含量不符規定,2014/03/31,合意生物科技股份有限公司,KYOTO&#160;OBUBU&#160;TEA&#160;FARM
3275,2014/05/14,"泰國出口「SU&#160;KO&#160;THAI&#160;EXPRESS(THAILAND)CO.,LTD綠蘆筍，生鮮或冷藏(Greenasparagus,freshorchilled)」檢出殘留農藥含量不符規定",2014/04/19,達安實業有限公司,"SU&#160;KO&#160;THAI&#160;EXPRESS(THAILAND)CO.,LTD"
3276,2014/05/14,"泰國出口「SU&#160;KO&#160;THAI&#160;EXPRESS(THAILAND)CO.,LTD綠蘆筍，生鮮或冷藏(Greenasparagus,freshorchilled)」檢出殘留農藥含量不符規定",2014/04/19,達安實業有限公司,"SU&#160;KO&#160;THAI&#160;EXPRESS(THAILAND)CO.,LTD"
3277,2014/05/14,"日本出口「LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD.赤貝(LIVE&#160;AKAGAI&#160;CLAM)」檢出重金屬含量不符規定",2014/04/18,極洋有限公司,"LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD."
3278,2014/05/14,"日本出口「LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD.生鮮帶殼扇貝(LIVE&#160;SCALLOP&#160;WITH&#160;SHELL)」檢出重金屬含量不符規定",2014/04/15,極洋有限公司,"LONG&#160;DE&#160;TRADE&#160;CO.,&#160;LTD."
3279,2014/05/14,越南出口「鹽漬辣椒(SALTED&#160;CHILLI)」檢出殘留農藥含量不符規定,2014/04/15,金頤園食品股份有限公司,"HO&#160;GIA&#160;FOOD&#160;AGRICULTURAL&#160;PRODUCE&#160;CO.,&#160;LTD"
3280,2014/05/14,越南出口「CHI鹽漬辣椒(SALTED&#160;CHILLI)」檢出殘留農藥含量不符規定,2014/04/14,順大益貿易有限公司,CHI&#160;CUONG&#160;AGRICULTURAL&#160;PROCESSING&#160;EXPORT
3282,2014/05/14,"泰國出口「FU&#160;CHIN&#160;FUNG&#160;CO.,LTD.冷凍旭蟹(FROZEN&#160;SPANNER&#160;CRAB)」檢出重金屬含量不符規定",2014/04/11,漁富原企業有限公司,"FU&#160;CHIN&#160;FUNG&#160;CO.,LTD."
3283,2014/05/14,泰國出口「鮮綠蘆筍(FRESH&#160;GREEN&#160;ASPARAGUS)」檢出殘留農藥含量不符規定,2014/04/11,騰龍商行,THAI&#160;GREEN&#160;PLANT&#160;EXPORT&#160;LIMITED&#160;PARTNERSHIP
3284,2014/05/14,"緬甸出口「EAGLE綠豆仁(HUSKLESS  SPLIT)」檢出殘留農藥含量不符規定",2014/04/11,信成股份有限公司,"NEW&#160;GOLDEN&#160;GATE&#160;(1991)&#160;CO.,LTD."
3285,2014/05/14,緬甸出口「EAGLE乾綠豆(GREEN&#160;MUNG&#160;BEANS)」檢出殘留農藥含量不符規定,2014/04/11,爾邦得有限公司,"NEW&#160;GOLDEN&#160;GATE&#160;(1991)&#160;CO.,LTD."
3286,2014/05/14,"阿根廷出口「OLIVE HNOS阿根廷葡萄籽油(CASES REFINED GRAPE SEED OIL )」檢出重金屬含量不符規定",2014/04/07,立錡酒飲有限公司,"IND.ACEITERA OLIV HNOS S.A."
